1;24.00035
2;27.00033
3;91.00058
4;86.00012
5;36.00021
6;5.00019
7;91.00100
8;69.00080
9;50.00008
10;87.00019
11;42.00009
12;8.00027
13;42.00100
14;14.00053
15;15.00066
16;26.00036
17;48.00005
18;25.00051
19;22.00076
20;34.00040
21;80.00047
22;20.00017
23;9.00032
24;60.00009
25;82.00047
26;7.00059
27;85.00075
28;63.00091
29;58.00024
30;27.00089
31;91.00066
32;59.00063
33;48.00010
34;53.00015
35;97.00085
36;72.00036
37;38.00042
38;29.00047
39;13.00059
40;97.00063
41;42.00064
42;43.00020
43;31.00051
44;76.00097
45;7.00026
46;86.00024
47;74.00042
48;17.00094
49;98.00061
50;15.00026
51;74.00033
52;44.00070
53;55.00021
54;51.00035
55;60.00067
56;12.00085
57;52.00054
58;61.00056
59;53.00063
60;37.00008
61;18.00069
62;8.00018
63;84.00011
64;64.00026
65;16.00062
66;46.00012
67;25.00099
68;42.00056
69;39.00017
70;94.00040
71;62.00070
72;10.00085
73;49.00045
74;87.00065
75;81.00096
76;71.00069
77;93.00010
78;56.00095
79;72.00003
80;92.00052
81;39.00034
82;99.00048
83;83.00063
84;11.00068
85;6.00091
86;46.00099
87;34.00030
88;61.00030
89;26.00083
90;68.00001
91;49.00087
92;52.00099
93;96.00026
94;67.00004
95;13.00035
96;74.00060
97;77.00020
98;62.00029
99;32.00068
100;40.00049
101;47.00082
102;59.00084
103;43.00054
104;32.00073
105;2.00033
106;89.00048
107;65.00031
108;47.00040
109;87.00069
110;32.00061
111;87.00004
112;70.00079
113;83.00040
114;94.00009
115;36.00072
116;20.00004
117;1.00044
118;91.00038
119;5.00012
120;33.00016
121;73.00071
122;42.00050
123;11.00040
124;21.00079
125;51.00090
126;24.00012
127;85.00082
128;17.00036
129;29.00011
130;29.00031
131;35.00017
132;3.00063
133;57.00005
134;70.00019
135;93.00087
136;47.00066
137;86.00086
138;40.00076
139;51.00005
140;74.00067
141;14.00027
142;46.00033
143;2.00019
144;36.00087
145;58.00044
146;61.00045
147;1.00012
148;91.00097
149;17.00059
150;50.00023
151;80.00057
152;55.00075
153;6.00080
154;58.00082
155;63.00054
156;72.00074
157;28.00065
158;92.00005
159;33.00085
160;0.00064
161;5.00096
162;21.00071
163;45.00096
164;29.00040
165;93.00075
166;99.00056
167;94.00059
168;60.00053
169;40.00093
170;63.00030
171;14.00030
172;11.00001
173;71.00091
174;8.00037
175;53.00095
176;14.00059
177;63.00084
178;68.00003
179;0.00075
180;27.00071
181;7.00077
182;4.00004
183;75.00019
184;44.00041
185;36.00037
186;83.00005
187;5.00059
188;80.00018
189;8.00090
190;12.00002
191;87.00001
192;15.00024
193;44.00004
194;41.00023
195;30.00020
196;75.00033
197;92.00048
198;7.00070
199;30.00024
200;63.00021
201;98.00046
202;13.00094
203;87.00068
204;28.00088
205;54.00099
206;84.00050
207;91.00036
208;88.00007
209;39.00022
210;73.00054
211;44.00078
212;97.00062
213;78.00078
214;81.00036
215;39.00027
216;99.00009
217;1.00005
218;37.00093
219;49.00100
220;78.00024
221;73.00019
222;5.00071
223;21.00017
224;85.00016
225;91.00007
226;38.00069
227;82.00091
228;28.00059
229;64.00012
230;6.00087
231;37.00034
232;16.00002
233;73.00082
234;14.00001
235;95.00088
236;79.00035
237;93.00082
238;10.00052
239;55.00083
240;38.00086
241;1.00008
242;35.00070
243;9.00078
244;97.00036
245;97.00035
246;93.00063
247;95.00020
248;41.00075
249;46.00050
250;8.00046
251;12.00018
252;53.00056
253;26.00055
254;10.00039
255;73.00033
256;52.00075
257;60.00037
258;20.00085
259;76.00096
260;15.00097
